gene_symbol,cortical plate,intermediate zone,marginal zone,subpial granular zone,subplate zone,subventricular zone,ventricular zone
FGF13,17072,15260,19373,9819,13514,2165,819
FGF14,16159,15064,14380,11833,19722,288,1629
FGF16,18323,12449,10300,4503,18566,5629,5695
FGF17,8402,19353,17524,13234,15748,2366,1846
FGF18,10632,20277,7903,8206,20608,1925,2099
FGF19,7957,8810,8363,10203,6508,11530,17229
FGF2,10807,2268,10788,14300,748,9165,18729
FGF20,6773,9858,16551,15520,3235,9357,11806
FGF21,9692,20737,13036,2341,2380,14024,9462
FGF22,12264,3040,17872,1409,9799,15701,13232
FGF23,4749,9417,12688,10640,9531,3427,20296
FGF3,8170,14185,18178,17797,11319,3336,1876
FGF4,16294,13203,16400,9903,8433,6435,5126
FGF5,20676,15793,6186,5809,8079,12443,4579
FGF6,9777,18026,7626,14125,2568,10299,11244
FGF7,15683,17609,5673,8528,20554,721,4748
FGF8,15000,16306,19145,6983,10704,9148,968
FGF9,13684,11825,19281,18063,3573,1895,2404
FGFBP1,13996,17894,4060,4210,9750,13331,11618
FGFBP2,6400,3224,8069,14964,899,14296,19149
FGFBP3,10769,10666,4953,2000,3244,18201,18824
FGFR1,1236,13137,2626,17899,1576,17257,16761
FGFR1OP,1724,11073,3670,14692,1512,17034,20257
FGFR1OP2,561,8751,9897,19214,2717,12725,16256
FGFR2,2704,14008,1094,9291,4290,20466,18622
FGFR3,593,13071,5320,15122,3438,17591,18190
FGFR4,13186,10388,9520,463,9875,18732,13134
FGFRL1,3757,8156,3427,12739,2510,20214,17070
FGG,9989,8078,19304,11304,8169,11932,5393
FGGY,1579,8898,3408,12615,3606,20107,19041
FGL1,255,13385,14595,17981,4024,10133,15638
FGL2,2490,8663,10204,20573,6942,6187,10366
FGR,1935,15965,17347,19994,5189,7604,4393
FH,20032,3052,13528,2394,18489,10861,5416
FHAD1,3439,15202,6752,12670,3707,4419,20736
FHDC1,9076,16746,4613,1261,12749,20692,8984
FHIT,4610,20063,14837,12495,14982,8093,3341
FHL1,16328,2148,4707,1134,9980,17938,16725
FHL2,14656,3149,2586,19665,11353,720,11781
FHL3,20438,2824,9953,13567,13033,5695,4890
FHL5,9613,5479,4755,20676,4092,7175,7670
FHOD1,4380,8515,11550,19589,1089,5088,15389
FHOD3,14081,10676,9334,76,10668,19082,13137
FIBCD1,3741,18331,19148,11084,13952,8042,5086
FIBIN,4632,19815,17114,16550,7501,4269,5077
FIBP,19266,14467,16240,1410,14017,10351,3609
FICD,12482,3035,1481,4697,10731,15318,19459
FIG4,19857,3424,8668,5268,16240,10322,8184
FIGF,6874,13115,1590,16978,19881,5238,8374
FIGLA,6601,4719,1031,4789,15753,18272,18334
FIGN,2081,3284,4516,17351,969,19206,18390
FIGNL1,8569,14762,4851,1608,6498,18491,17306
FIGNL2,7495,1868,1228,10030,5424,17666,20647
FILIP1,1154,11149,3601,15536,3523,18318,17845
FILIP1L,686,18253,18964,16706,12272,9698,4162
FIP1L1,3641,13316,2790,14190,6583,17061,15131
FIS1,9549,13018,13031,6001,568,18338,13624
FITM1,5187,19735,20507,8698,11530,7085,2309
FITM2,11106,5068,4405,17542,18196,4577,7605
FIZ1,13297,8781,15494,256,6506,19134,12395
FJX1,15853,5024,13552,8862,554,15891,12005
FKBP10,625,13145,3357,18404,2878,15599,17045
FKBP11,5350,3316,12383,20673,3094,8267,8550
FKBP14,1034,5760,2701,18252,4689,17075,17821
FKBP15,567,19473,4022,17807,4190,12780,15080
FKBP1A,17589,12138,16544,15983,9925,5555,145
FKBP1B,14878,17131,16666,12246,17683,3672,22
FKBP2,6706,14646,153,18550,2320,15310,14208
FKBP3,10052,11242,2276,16046,8877,11151,11913
FKBP4,12337,6671,18563,2774,6633,11478,14097
FKBP5,2772,13169,3912,19630,16592,6395,8310
FKBP6,10496,14253,7968,20025,8228,2911,3620
FKBP7,3296,9124,3528,19963,8271,15499,7929
FKBP8,14177,7792,10402,5897,7636,19026,7273
FKBP9,1901,9270,4500,17450,329,18921,17257
FKBP9L,4267,3171,6057,12350,2343,19638,18509
FKBPL,14452,1684,5990,1441,11941,16865,17067
FKRP,931,20764,9379,11528,12600,14954,5264
FKSG2,146,20113,8933,16219,8226,16725,8795
FKSG29,7422,5878,9661,20405,515,9776,10015
FKTN,9992,13038,10600,15342,14052,3769,7769
FLAD1,20326,4850,14282,3839,13808,9622,6613
FLCN,20185,517,5093,7632,15919,6878,13914
FLG,18470,12856,14826,13515,11533,1015,4135
FLG2,5582,17180,16803,17597,8802,3881,5332
FLI1,598,16714,15112,19863,5750,9507,7309
FLII,14786,4162,2617,13087,3155,11162,17049
FLJ10038,12308,15676,19130,8102,14024,7527,1397
FLJ10661,15185,3301,5028,5598,7599,15567,15700
FLJ11235,10169,2564,12642,3149,4644,17092,18071
FLJ11292,5915,20136,17436,14610,12301,2179,4036
FLJ12334,4707,15161,19430,14703,11119,9809,2918
FLJ12825,7874,6225,8535,7448,1211,20746,13848
FLJ13197,3582,20449,16027,13021,16932,5953,1968
FLJ13224,2428,20124,15370,9068,12319,12867,7440
FLJ13744,15950,2059,8152,15570,6445,7618,12558
FLJ14107,15068,9531,6267,235,13541,18830,12285
FLJ14186,17585,2008,8353,2344,15845,13543,12938
FLJ16124,10229,11829,10046,71,9537,19015,15837
FLJ20021,17380,3826,15582,12791,15747,191,9495
FLJ20464,10114,10439,7496,2785,4736,19151,15716
FLJ20518,18963,3404,13749,10242,10845,10219,5621
FLJ20712,4188,18452,15434,18988,11266,3220,2880
FLJ21408,19091,3596,996,10935,14471,7714,13520
FLJ22184,15283,11695,11612,427,20485,9474,7386
FLJ22763,7195,19182,7996,2937,2846,20514,11897
FLJ23152,11737,2642,1052,14366,10710,8532,17942
FLJ23867,20755,5203,6924,11320,14608,5442,4766
FLJ25328,6649,6316,5090,20273,6623,10185,8632
FLJ25363,6606,9969,16945,17314,6984,10046,5818
FLJ25758,13340,2404,7227,14584,17404,10622,6004
FLJ26850,19035,4598,3602,12466,19645,325,11514
FLJ27352,13356,18940,15933,5776,11594,5430,5865
FLJ30403,7174,19812,9590,5107,13524,15175,6721
FLJ30679,6176,18597,4502,15948,13610,6106,9610
FLJ30901,15538,18897,13576,6484,19219,6370,185
FLJ31306,1043,20163,17559,15111,11999,3200,9458
FLJ31485,7015,14973,7401,16041,2195,16822,8506
FLJ31715,4389,9298,8986,15223,17735,10669,9087
FLJ32154,14153,10036,6345,14134,6205,12494,8809
FLJ32742,12083,11711,18924,9730,13712,8560,2200
FLJ32756,4562,11622,2187,12711,617,19196,18668
FLJ32790,10384,18327,13969,12475,20351,89,3371
FLJ32955,5468,19471,5251,11509,16101,7239,10935
FLJ33360,14180,9236,14669,10605,5600,10486,9036
FLJ33534,6010,18416,19470,16675,2651,10836,1554
FLJ33996,15197,18628,16879,4605,18801,3105,1334
FLJ34503,4143,16808,13046,17146,5824,12970,6163
FLJ34521,11641,18674,13595,2361,16742,10522,5360
FLJ34690,4699,20456,16337,17339,11170,2123,2311
FLJ35024,14255,17448,18806,9636,18186,341,1255
FLJ35390,13678,16875,13125,16099,9491,2088,3713
FLJ35934,13372,20270,13588,7594,14802,2335,3633
FLJ35946,9845,76,9600,18040,11543,8107,13960
FLJ36000,13133,8411,6994,14121,5003,12784,10830
FLJ36848,14257,8869,17425,10300,8154,10562,5131
FLJ37035,9383,6591,1050,2561,11186,18930,19122
FLJ37201,7252,7371,7416,5535,7410,15536,18869
FLJ37396,7606,3612,12215,18080,9915,8570,9685
FLJ37453,1441,10545,3449,12868,4420,17143,20476
FLJ37644,2687,12547,4944,8068,1516,19092,20513
FLJ37798,3059,11485,16872,20301,8803,2255,6472
FLJ38379,16053,16461,18994,6259,17060,4209,354
FLJ38576,10089,19935,18725,4735,11517,9993,2373
FLJ38668,1825,6032,8923,19125,2781,11192,16845
FLJ38723,13960,7497,20214,12614,15539,1264,1971
FLJ39061,12469,11046,16404,7945,17077,11158,1861
FLJ39639,10851,12010,2358,16597,6194,13900,9341
FLJ39653,356,14684,15904,19320,978,12739,11902
FLJ40194,10512,5152,3254,17387,4682,14190,12037
FLJ40288,15735,18554,11444,5858,19797,676,4939
FLJ40292,16410,1660,13145,15384,11858,4145,8389
FLJ40448,14157,8674,19965,9864,12268,2723,5104
FLJ40453,13198,8863,9521,15397,2148,14291,7864
FLJ40536,7956,4487,12871,14633,15355,12113,6803
FLJ40712,17415,10485,19487,8081,13393,2475,3597
FLJ40852,8649,6732,8769,4554,2642,17298,19135
FLJ41350,10464,12341,15135,15643,2502,10498,7158
FLJ42393,11489,2729,12176,18985,119,11058,11685
FLJ42627,15344,10002,18285,937,15229,9113,8604
FLJ42709,11872,11511,18462,17635,15248,1819,187
FLJ42875,3538,10189,5148,5258,2914,20565,19845
FLJ43663,11587,10941,1841,533,18936,17944,13411
FLJ43681,444,20531,15907,14022,13020,14434,2815
FLJ43860,8940,8006,17404,13832,10031,7873,8275
FLJ44635,74,17087,7532,18143,5485,16343,13140
FLJ45079,11067,12646,7832,6609,12596,3288,17323
FLJ45248,15060,12393,19026,9862,14780,4222,1402
FLJ45340,7946,13738,20679,2112,12117,8323,8594
FLJ45445,10548,11539,16931,926,12231,16680,9353
FLJ45482,9302,5741,5247,19628,7911,11745,6166
FLJ45513,3598,4732,10093,19217,6699,6999,14957
FLJ77644,612,9247,5654,18885,3290,13019,18249
FLJ90680,10628,15927,11735,13162,6252,6875,10275
FLJ90757,17535,15081,16981,982,18140,7721,3447
FLNA,2805,3610,2687,15964,1884,18563,19923
FLNB,1671,10320,1924,18908,1485,17159,16281
FLNC,5097,952,7442,19315,1618,10145,18351
FLOT1,19535,10445,4956,639,12713,16674,10405
FLOT2,15151,8088,3741,2770,6838,17208,15692
FLRT1,9706,13611,19599,17637,5422,2363,3579
FLRT2,14777,16387,15884,16622,15036,216,658
FLRT3,16878,1345,13025,14866,632,12795,11501
FLT1,752,18158,16617,19494,5306,8470,6610
FLT3,18718,14344,6995,5629,20459,1210,5979
FLT3LG,1792,5787,6645,14053,2430,18395,19671
FLT4,5051,17341,6566,9111,10183,13115,14510
FLVCR1,18904,2654,8910,9284,7598,10331,12539
FLVCR1-AS1,5183,6216,13173,18418,855,14415,11622
FLVCR2,461,13961,11050,19766,2825,10978,13596
FLYWCH1,18985,3644,13000,1422,17036,11129,9502
FLYWCH2,14114,6920,14831,9367,9424,4976,12541
FMN1,10838,10294,10433,13058,5459,10949,11943
FMN2,14071,18395,13428,7578,20106,1433,1994
FMNL1,18927,11259,14706,5542,19717,3175,2412
FMNL2,12128,17781,5085,392,18245,17869,7073
FMNL3,8587,6514,12175,1005,5801,19181,17606
FMO1,1284,8718,14817,19172,2052,13103,12599
FMO2,4031,3044,4780,19555,4894,10706,16119
FMO3,3705,12492,2500,16321,3109,12391,18707
FMO4,3169,1355,4495,18834,1919,16792,17388
FMO5,4261,5716,2299,12736,4922,16126,20532
FMO9P,14640,374,11145,17327,9193,8637,9295
FMOD,4297,2337,12348,20642,2478,7142,12102
FMR1,7744,6515,1023,10018,6277,16066,20122
FMR1NB,8171,1285,15906,16424,5423,6272,15203
FN1,1050,13348,11013,20307,3627,10671,10146
FN3K,17077,1006,15506,7304,13847,9275,9829
FN3KRP,17679,1886,826,6819,13884,14476,15007
FNBP1,1353,16100,11195,19005,335,16700,10344
FNBP1L,7036,14277,17149,13756,9800,8054,7117
FNBP4,5755,15897,628,7564,13637,13846,17564
FNDC1,9750,1617,4586,19948,9108,2338,14433
FNDC3A,5739,5863,6304,10381,9433,14330,17892
FNDC3B,1141,6268,1797,17070,8229,17840,17377
FNDC4,15269,16553,19390,6972,17753,1736,784
FNDC5,5291,10624,12725,19194,16003,39,11180
FNDC7,6492,7708,2730,17346,14015,10994,11700
FNDC8,11713,9972,19046,11338,8447,3352,9457
FNDC9,6996,6742,11690,8092,18974,3716,15623
FNIP1,18400,3217,4407,1670,11357,15312,15572
FNIP2,17300,15163,18018,4190,16873,5456,1482
FNTA,10212,936,3996,13898,4583,12610,19779
FNTB,13739,762,484,6462,11373,18222,17999
FOCAD,16425,14903,4053,1075,11838,18074,9480
FOLH1,5178,9884,6285,8340,438,20728,16647
FOLH1B,5646,9152,6036,6145,896,20721,17587
FOLR1,4474,4286,3651,13250,2574,13595,20754
FOLR2,1524,16615,5369,19711,10081,9715,9354
FOLR3,3830,5445,6974,10317,9114,9403,20730
FOLR4,10790,10841,20004,6699,11957,6820,6762
FONG,17203,14094,3743,9307,8626,15271,6095
FOPNL,4241,573,13712,16687,1578,16406,16267
FOS,1118,8513,9497,19972,3400,10503,14749
FOSB,4960,3614,13310,20632,3784,5482,9941
FOSL1,12925,19845,10401,8728,2117,9567,9809
FOSL2,4483,14035,3725,19611,17318,4150,6591
FOXA1,11196,5056,13614,6492,12471,9830,13931
FOXA2,14143,17555,14263,14728,15367,609,1891
FOXA3,20290,13703,6985,2379,14074,9875,8063
FOXB1,13069,14942,19198,214,10028,15463,6983
FOXB2,11132,17990,18991,6639,18253,1117,3816
FOXC1,710,16284,16680,19828,6653,8058,6544
FOXC2,6930,9414,16937,19477,1911,8848,5456
FOXD1,5918,17259,14723,18305,14073,1677,3677
FOXD2,6132,3808,13861,20696,4619,3852,8364
FOXD3,7886,20380,13032,15842,7617,4078,4258
FOXD4,13821,2254,8004,13623,8753,7314,14813
FOXD4L3,14749,9839,19325,12445,16452,1782,1290
FOXD4L4,11054,16094,16013,16389,7091,2843,4911
FOXE1,9773,16148,20292,5730,11738,11051,1720
FOXE3,5804,5680,17071,20278,7259,6034,3856
FOXF1,767,15360,13976,20020,3811,11086,8235
FOXF2,1177,17251,16691,19725,3725,8765,6500
FOXG1,10986,16212,9895,13,14558,17585,12284
FOXH1,14894,15604,19912,10324,15305,1187,701
FOXI1,3383,16832,20443,10903,4663,13403,5887
FOXI2,8961,16342,19900,10976,15420,2045,3241
FOXI3,17857,17560,15700,1759,11050,7589,6937
FOXJ1,1849,7141,6926,12336,4122,14690,20698
FOXJ2,16379,13648,12863,10139,19287,1573,2928
FOXJ3,14883,16469,16511,9722,19263,204,2718
FOXK1,10578,7731,19836,600,18726,8291,10045
FOXK2,9426,18913,17314,29,12060,13646,11567
FOXL1,743,18543,16698,19392,6786,7146,6425
FOXL2,1523,12681,12310,20486,5723,8434,7934
FOXM1,2126,9885,3319,8841,4031,20482,19811
FOXN1,15516,2584,4362,2927,9629,15562,17331
FOXN2,2266,20665,17972,10550,7424,15252,2699
FOXN3,818,17880,17412,15666,1083,16750,9641
FOXN4,2449,14704,4336,5466,3914,20631,18503
FOXO1,1566,10850,12500,20214,1490,7975,13527
FOXO3,7888,15735,8061,1664,13306,18733,11562
FOXO4,2213,9853,928,10816,8773,19403,19545
FOXP1,19390,9472,7115,15604,11401,1396,7463
FOXP2,7984,3615,4,12853,17614,15435,17746
FOXP3,18820,6038,4302,9329,9600,9813,12567
FOXP4,9113,9325,4346,1844,9391,20760,13127
FOXQ1,1672,19866,18800,17950,7216,9030,2077
FOXR1,11957,18023,13917,10853,11129,8525,3378
FOXR2,9589,9231,7725,11402,8714,13767,12632
FOXRED1,16602,14256,3992,2402,5132,17118,13337
FOXRED2,17063,11689,8497,362,17733,14324,8871
FOXS1,1922,17536,19432,18999,5991,7660,3002
FP588,15119,9474,19449,15546,13830,1917,385
FPGS,5602,15836,7515,1976,7828,18917,16370
FPGT,6838,535,6253,16698,1017,17845,17254
FPR1,762,19360,14057,14927,9074,11000,11145
FPR2,12840,19832,8938,6796,15461,1216,10106
FPR3,10002,18040,6573,8032,13989,12255,7917
FRA10AC1,16925,1924,17539,10035,12958,6273,7283
FRAS1,10538,18340,8897,15802,20372,85,2697
FRAT1,9238,3070,16294,17424,10169,1918,11671
FRAT2,15624,7370,16492,17068,13144,67,5593
FREM1,7235,13257,7924,19352,18812,423,4922
FREM2,2525,8940,13242,16713,14821,1091,16208
FREM3,8184,16915,17172,15434,15045,1205,3975
FRG1,5856,12054,8565,12696,9900,15739,10697
FRG1B,4995,6160,12658,7467,11334,18247,12969
FRG2,19537,15209,16525,4555,3857,6616,8565
FRG2C,10603,14267,16028,170,7774,18646,11619
FRK,17177,6990,7436,12155,19423,1410,7771
FRMD1,5831,20408,18226,15479,13882,1793,1107
FRMD3,16843,16572,17306,7134,18933,1654,845
FRMD4A,2530,20396,615,11110,8873,17587,13798
FRMD4B,12985,18492,8325,382,10715,18843,8321
FRMD5,14559,8065,12207,3003,1284,13227,17712
FRMD6,2826,8554,2863,20436,9589,14758,7050
FRMD7,3481,7376,4071,17421,5486,14166,16318
FRMD8,18494,9224,14403,13604,7133,8820,2759
FRMPD1,11648,5768,6537,16710,15016,4008,9893
FRMPD2,19618,15136,11603,2807,18386,4797,4407
FRMPD3,15262,11369,18584,1405,19810,5267,4561
FRMPD4,17111,17062,15544,9299,19155,460,1261
FRRS1,7641,16988,5856,15994,5457,8120,12610
FRRS1L,16037,14798,16215,12166,19464,469,650
FRS2,3637,2507,9889,9376,6102,16701,20256
FRS3,18071,14340,19024,3435,16579,4109,2004
FRY,17587,14906,16414,7158,19574,354,2845
FRYL,3679,11835,12065,10629,5002,15452,15687
FRZB,11061,12153,14083,19981,3191,3331,3384
FSCB,11060,18880,10281,9797,14450,6374,5705
FSCN1,13499,4990,8825,6541,6402,15950,13893
FSCN2,17984,13917,15893,8042,11079,7945,2552
FSCN3,6009,11872,18394,17894,2666,10887,5180
FSD1,17886,14239,18617,2004,15264,7897,2750
FSD1L,16696,17748,17223,1512,16750,7294,2655
FSD2,13682,13958,7391,248,13102,16286,13237
FSHB,7212,13664,8354,12958,10157,15602,7973
FSHR,5428,16598,2700,7037,15946,17290,11322
FSIP1,19165,11081,8304,488,18111,6040,12808
FSIP2,8592,4081,8475,5512,8863,17367,16405
FST,5455,8708,9726,7852,375,20681,16406
FSTL1,1388,6823,5075,16992,1187,17817,18834
FSTL3,15076,7704,9486,886,17166,17197,8099
FSTL4,2840,6189,13805,20419,9780,5810,7665
FSTL5,5045,4705,10915,15979,15457,4102,14683
FTCD,16234,8362,18453,11098,16012,1052,4190
FTH1,5344,20501,15677,8872,16887,13545,155
FTH1P14,13980,7059,18641,16632,5593,3728,4654
FTH1P20,6278,20586,15581,11820,16670,9082,111
FTHL17,6420,20695,16751,13794,11322,7450,338
FTL,2896,20579,13736,12555,15906,11764,1387
FTLP17,9256,10517,3579,10780,16251,14908,9134
FTMT,7370,20748,11834,6613,17941,10492,595
FTO,14839,17986,11899,6402,19850,814,5132
FTSJ1,20420,5432,14673,6319,9410,10828,5546
FTSJ2,11153,2735,2133,4542,6581,18227,19934
FTSJ3,3319,14549,14720,16888,70,14934,13260
FTSJD1,8440,2142,12940,6974,2393,14102,20356
FTSJD2,14108,8742,4194,951,9866,18685,15081
FUBP1,11970,13081,3997,3080,8339,13926,17098
FUBP3,6331,7316,5635,4034,5414,17794,20547
FUCA1,18521,9966,5049,15377,19752,1379,2426
FUCA2,2860,5218,1137,18693,3262,17556,16631
FUK,7278,5394,19019,13200,12076,12830,4850
FUNDC1,6364,436,3113,12357,6636,18829,19631
FUNDC2,13223,6130,13496,2577,439,18515,16160
FURIN,18970,11414,12968,1937,10535,12931,8021
FUS,9520,7741,1415,6986,6851,19533,16356
FUT1,4665,20023,15244,19040,9347,2497,2026
FUT10,1756,6151,2081,15823,3339,18937,19421
FUT11,8151,7635,239,14671,1794,18434,18058
FUT2,18483,4470,11065,2799,15885,13155,8292
FUT3,14245,8100,19529,6365,13730,10589,2521
FUT4,12806,7013,468,13292,9764,16517,12292
FUT5,19098,2646,763,3145,14082,13890,16446
FUT6,4601,20738,16692,13326,12068,4347,2357
FUT7,3437,15029,20727,9647,11618,5612,7164
FUT8,13612,966,8361,11903,152,16436,17594
FUT9,7907,17067,893,1116,19781,18519,11639
FUZ,7815,15881,5186,1299,7990,16596,18316
FXC1,12126,1121,2039,9037,7589,19042,16170
FXN,9236,6005,2764,14966,17059,9268,11790
FXR1,7216,670,13604,16366,17,16892,17774
FXR2,18648,5107,5951,4030,10298,16669,10529
FXYD1,3192,10357,1926,18632,5685,7031,19233
FXYD2,3711,12216,125,15655,11643,16248,16180
FXYD3,6840,8677,1587,8780,5024,12714,20753
FXYD4,17891,2898,15635,15320,4755,7412,6543
FXYD5,1167,12938,13424,20303,4681,8184,9618
FXYD6,8250,14884,5963,2061,19190,10265,14759
FXYD7,16462,18077,14059,5634,19926,2371,1282
FYB,91,17027,14383,18536,8297,11559,10257
FYCO1,102,15252,11268,16178,1241,17177,16393
FYN,9960,18800,5429,693,9406,20638,9736
FYTTD1,6387,19057,16246,5775,15090,10536,6341
FZD1,13195,15372,14942,16012,3,12014,9291
FZD10,1734,14851,14175,20275,5285,10783,4416
FZD2,873,10129,3458,15993,1712,19361,18515
FZD3,6653,16296,7543,882,6989,19596,16340
FZD4,16290,20049,10714,8656,15587,5303,648
FZD5,4131,2807,3255,16987,3361,12140,20615
FZD6,1342,10212,5080,18083,1869,15151,17593
FZD7,844,18174,4512,10711,13220,20554,9793
FZD8,1541,6926,4281,14470,1325,20108,19383
FZD9,14491,17839,5766,14637,19037,2461,1452
FZR1,19255,14912,8818,174,16968,9587,9852
G0S2,1533,15787,19692,16631,4369,7444,10396
G2E3,15912,3240,7905,1180,12084,15722,15243
G3BP1,1936,11218,5337,15502,198,19031,18541
G3BP2,16009,17218,9860,12109,18981,3649,445
G6PC,14235,11847,562,1962,14787,16783,14552
G6PC2,20392,6767,5425,9347,9109,12396,7529
G6PC3,14863,4116,5504,1377,7737,17783,17087
G6PD,14868,14172,17779,73,11553,15551,7527
GAA,12849,19059,804,14930,17848,2661,6630
GAB1,2195,8124,3018,14286,1024,19212,20216
GAB2,7455,15436,19753,18475,8664,3933,428
GAB3,187,17240,10928,19520,4549,11587,11719
GAB4,5743,19388,20659,6733,6816,9846,4073
GABARAP,7619,5773,6959,9024,1195,20545,15706
GABARAPL1,18643,12635,4672,9720,20547,2416,3077
GABARAPL2,19704,2490,2197,7838,19673,4326,12309
GABARAPL3,16166,14608,9444,12196,20502,700,1537
GABBR1,17759,16694,12598,4367,20109,3415,1773
GABBR2,16076,18189,15452,8016,19361,2144,400
GABPA,3905,3314,754,16544,3045,19284,18662
GABPB1,3172,5804,4430,11247,1688,19995,20151
GABPB1-AS1,6473,17196,10025,6396,4310,13540,16120
GABPB2,1629,15550,7527,19947,8534,10496,8218
GABRA1,13963,19978,14046,6220,19520,442,3164
GABRA2,15766,6527,19714,15699,13272,544,1899
GABRA3,16439,15994,13562,4613,20447,1799,2770
GABRA4,20606,5338,8861,2122,18918,10266,6204
GABRA5,15481,19191,13153,4589,20065,2478,1716
GABRA6,10352,15919,13365,6433,19971,6316,4232
GABRB1,18034,6675,7222,160,17534,14856,12014
GABRB2,18693,13401,5281,4165,18966,3732,9645
GABRB3,19615,13394,13441,4291,18107,3998,3574
GABRD,1583,20202,7421,15478,15859,7482,8843
GABRE,6332,11606,10743,18458,9137,702,14134
GABRG1,11474,16367,12363,9752,20638,160,4938
GABRG2,15828,17214,16282,11331,18357,1273,319
GABRG3,13582,13749,7090,7013,20770,2329,4371
GABRP,14564,1957,8554,14706,6620,13730,9923
GABRQ,15398,14168,3918,5810,11936,14834,8711
GABRR1,15029,11856,12797,12550,14396,2076,6772
GABRR2,5080,16842,10981,8686,10921,12887,12407
GABRR3,8415,11707,18567,13826,7008,7735,7724
GAD1,2427,12170,19637,19069,9582,1285,8350
GAD2,1452,3665,18239,19407,1968,7120,15271
GADD45A,2696,1108,9517,14475,4321,19671,17133
GADD45B,1967,11306,11101,20388,3381,6170,12450
GADD45G,2747,9130,4464,8305,2890,20332,19968
GADD45GIP1,20207,10072,11123,1883,10329,12448,8982
GADL1,17702,15951,10031,4376,20479,2796,3084
GAFA1,6751,19184,17617,1018,9027,15392,10422
GAFA2,14142,4898,7132,16419,2252,14376,9148
GAFA3,7072,16552,17691,10399,7488,9511,8742
GAGE10,7808,10886,3718,10234,20602,13701,5074
GAGE12G,9377,5259,8688,10336,20679,6656,7597
GAGE12J,8561,16330,11421,5701,20734,5044,4532
GAGE2C,9175,5216,14039,7395,20666,10490,4044
GAGE3,2822,12220,20598,7344,16519,5183,9712
GAGE4,9674,10356,5377,8642,20781,5465,5198
GAGE6,7934,10209,9943,8079,20769,4434,7360
GAK,17275,9098,7488,1571,17181,12098,10717
GAL,8665,13009,12860,19544,11746,3734,1686
GAL3ST1,6684,20768,4189,10984,5134,10467,10214
GAL3ST2,10588,1034,10189,13382,13381,10889,12755
GAL3ST3,15704,15026,16792,205,18273,9757,5681
GAL3ST4,10540,7460,534,13584,9201,17499,12965
GALC,5454,10057,274,17782,14094,9880,15110
GALE,20510,1379,10604,5677,16734,6154,9907
GALK1,5752,452,3259,15289,2085,19143,19736
GALK2,9002,8877,2788,5207,6833,14921,20309
GALM,1081,8106,2865,16679,3092,18235,18703
GALNS,17501,1118,14881,5126,13087,10807,11141
GALNT1,7156,13534,18292,17062,18480,20,5469
GALNT10,12632,19918,12439,10515,18962,827,2039
GALNT11,14325,17297,10734,13668,20090,2050,195
GALNT12,5861,3455,983,16276,12160,15529,15168
GALNT13,9748,19969,8593,2598,20653,5582,4860
GALNT14,6662,18330,5383,3810,20749,6736,9321
GALNT2,15400,6444,4629,2953,5015,16668,16841
GALNT3,20775,1951,14245,9500,9482,7227,5718
GALNT4,7959,2791,8921,16514,292,16304,15531
GALNT5,12537,2370,2468,8918,12762,10303,18184
GALNT6,6636,3658,11218,17287,11236,12119,9269
GALNT7,5789,1784,10987,19096,305,11517,16551
GALNT8,17187,1835,11233,2601,18693,12885,9422
GALNT9,7419,20321,5560,8222,20717,3926,3573
GALNTL1,6825,5137,4439,1529,13206,19916,18212
GALNTL2,13768,20221,12861,1289,18198,8005,3289
GALNTL4,19459,14894,12174,9198,17220,1460,2811
GALNTL5,4659,14619,11055,6921,20669,11889,5121
GALNTL6,10573,8045,19841,13542,16681,2017,3053
GALP,553,8165,10530,16213,1466,15183,19877
GALR1,7985,20208,19779,5499,17712,2638,2263
GALR2,6106,16525,13892,19057,17975,634,1573
GALR3,11741,20245,17308,2555,11450,10128,3642
GALT,4683,897,3215,18723,5586,11931,18962
GAMT,13581,18808,19296,542,16071,6195,4864
GAN,16028,9172,8175,4795,13829,9621,12001
GANAB,6297,18168,355,16358,667,14363,16684
GANC,10239,6193,980,11223,9507,17746,14452
GAP43,17143,17074,17420,10490,16244,1906,303
GAPDH,12353,18722,18919,8412,2831,9555,4684
GAPDHS,14768,19538,15479,1982,12617,6465,6645
GAPT,2667,16831,17862,15605,2250,9460,11903
GAPVD1,3430,13502,16346,17086,10373,6244,8988
GAR1,4926,5232,2946,14240,1554,18633,18651
GARNL3,13355,16991,12167,3324,20658,4343,2912
GARS,16310,15216,18350,3706,17760,4450,2170
GART,19062,6695,5825,211,14231,14465,14349
GAS1,3596,8109,2560,14519,984,20317,17369
GAS2,3754,1782,5723,20234,1334,16635,13069
GAS2L1,19210,5254,19721,3642,12018,1998,9958
GAS2L2,17245,1893,13800,2073,19030,5023,13415
GAS2L3,429,7378,14450,18001,413,15436,17213
GAS5,10399,19567,17593,6657,16529,12437,29
GAS6,20680,2323,8385,11807,15535,3694,6989
GAS7,16161,13848,13867,9217,20442,572,2133
GAS8,18863,4239,16107,444,11675,9861,13866
GAST,8154,6518,20332,18379,9048,2514,2867
GATA1,9358,2044,10648,18006,13017,8081,8349
GATA2,5671,20389,14147,15177,8597,4835,5519
GATA3,6336,20641,13500,11949,10738,5763,5184
GATA4,18328,16894,3962,2665,16333,11084,7324
GATA5,7726,16896,6096,17094,9341,8097,8198
GATA6,3171,6004,9833,20540,1473,8331,13398
GATAD1,3358,4734,3027,14968,1668,19127,19242
