gene_symbol,cortical plate,intermediate zone,marginal zone,subpial granular zone,subplate zone,subventricular zone,ventricular zone
SRGAP1,19260,17774,13469,1953,15869,8638,2379
SRGAP2,16987,12703,15254,12655,10542,309,8656
SRGAP2C,19128,10442,1047,4174,10447,11028,15482
SRGAP3,15925,13972,9857,371,6534,17352,12665
SRGN,359,16267,16237,19525,5396,9760,8628
SRI,7127,9959,2110,4940,2438,20045,20031
SRL,4292,7542,3761,20646,3662,7682,13185
SRM,14805,19320,18448,1831,15511,7906,1542
SRMS,16432,11240,8426,16914,7750,5801,4744
SRP14,6380,1631,976,15255,4692,18007,19118
SRP14P1,6459,19794,14409,7926,20003,7054,1954
SRP19,17739,12943,18573,12062,13962,672,1998
SRP54,15304,2452,1618,6007,11890,15372,15974
SRP68,12691,2107,608,6428,11235,17813,17503
SRP72,10269,8112,15843,14164,12171,7895,6148
SRP9,6569,2566,10133,3561,8412,19032,18387
SRPK1,7642,19284,13877,14778,19925,3630,172
SRPK2,15920,15806,13785,7085,20381,1696,1608
SRPK3,9643,16817,2174,10236,5870,12823,15171
SRPR,6014,11693,6,17305,10868,16254,14978
SRPRB,20165,11798,9673,11457,18182,1545,2380
SRPX,3345,6287,6934,20482,762,12104,13414
SRPX2,4307,6534,8973,20737,3654,9573,8324
SRR,18919,4385,6807,1968,6536,16941,14356
SRRD,19587,3688,2983,7299,18527,6503,11282
SRRM1,2707,12851,11907,10653,2326,14971,18188
SRRM2,15869,19870,6854,2152,13106,6015,10849
SRRM3,11121,18842,19952,8358,14519,4580,470
SRRM4,10558,20250,16737,7161,15693,2421,3556
SRRM5,5551,20568,15865,5358,12992,13955,2982
SRRT,8776,4522,1405,6519,9212,19111,17895
SRSF1,5544,12303,11798,6799,1206,18715,16072
SRSF10,8406,1846,17878,12442,6642,11692,13164
SRSF11,5004,14569,10171,2514,10342,16682,16198
SRSF12,16109,10995,18169,9216,19394,76,4657
SRSF2,13043,1504,4749,10243,7485,15954,15260
SRSF3,5353,9988,2571,15859,5136,15654,15358
SRSF4,2393,11503,2876,17469,5714,16021,15059
SRSF5,12146,8480,13,8296,16953,15566,15642
SRSF6,10327,1503,3384,9632,2516,17248,20134
SRSF7,6265,6716,9957,9242,206,18500,19125
SRSF8,13736,15065,13643,12799,20340,1588,388
SRSF9,6464,3956,4901,8198,2958,20023,18816
SRY,5862,15206,17652,5864,4616,14243,13123
SS18,246,13459,19897,9321,3832,16400,14878
SS18L1,16297,12299,17343,6938,19343,3466,1393
SS18L2,18880,1455,13935,13551,17904,2203,4929
SSB,5217,7677,5215,18120,16026,819,15846
SSBP1,1609,15444,19168,15751,1244,14678,9492
SSBP2,19124,12695,14377,8262,19254,1534,1809
SSBP3,18910,15221,12758,3577,19798,2607,3663
SSBP4,14194,11336,20528,6023,16917,1403,2778
SSC5D,9191,1483,12828,20316,5022,4029,9625
SSFA2,706,13583,11084,17866,453,15619,15756
SSH1,3915,791,12690,16924,2946,13958,17450
SSH2,10939,3538,7439,9764,6150,14859,15818
SSH3,6723,6674,9235,12076,192,17756,17720
SSNA1,14527,344,8245,8587,2840,15605,17853
SSPN,127,11166,8717,18521,4102,14217,16766
SSPO,14535,5664,12398,11234,9595,10961,8615
SSR1,6562,2188,704,17525,11042,12789,16844
SSR2,6121,16567,13898,7679,6045,16627,10162
SSR3,4405,13876,17044,18117,1148,7670,10841
SSR4,3057,20181,17163,12494,11276,15381,797
SSR4P1,17708,884,2607,6759,10860,9851,18843
SSRP1,14052,10039,3154,1850,3540,18680,17276
SSSCA1,12655,637,1168,13342,8979,16005,16097
SST,3627,18520,17023,17536,17176,4906,496
SSTR1,14301,17018,18519,9141,16289,2488,979
SSTR2,15111,11775,1192,5229,16933,19563,4312
SSTR3,16016,13980,16594,5844,16684,4076,3909
SSTR4,20238,7110,12245,6564,16799,4206,5814
SSTR5,15242,1338,285,4951,17053,20001,12765
SSTR5-AS1,7650,4649,16287,17500,6329,6553,10954
SSU72,18246,11778,18243,4438,18008,4456,1826
SSU72P1,20560,1563,9896,8973,19011,3573,6728
SSU72P8,9032,16297,17997,7688,7596,15376,3687
SSX1,8962,3142,8874,18401,7330,13464,7995
SSX2B,14812,1046,10540,6792,3395,16336,15664
SSX2IP,16986,12551,10434,53,15903,15951,8880
SSX3,13494,17977,9995,8602,14129,6144,6127
SSX4,7300,17557,19936,10561,3214,9279,7206
SSX5,7865,18062,14530,1958,6992,18115,10139
SSX6,11075,3613,5488,14450,16239,14038,6730
SSX7,8648,17599,7195,17454,2316,14669,4780
SSX8,6761,6740,8284,18882,8201,11227,8689
SSX9,15074,10998,13631,8520,8980,8294,9225
ST13,4826,10724,18121,7332,4850,17690,11511
ST13P1,1529,8714,11891,13351,891,19987,16242
ST13P18,1267,10194,7864,14388,1063,20418,16295
ST13P2,1571,11380,7687,14603,691,20175,16156
ST13P4,2218,6626,12462,12472,306,20201,17395
ST14,4383,15932,13070,16125,2775,13881,9466
ST18,4276,19750,3294,3102,20576,9127,12865
ST20,15370,15558,18057,14702,6370,2155,3039
ST3GAL1,16595,18203,14571,7920,19249,2388,475
ST3GAL2,16219,14579,19389,5565,17434,2901,1357
ST3GAL3,15976,16681,19074,581,14478,9215,4078
ST3GAL4,17650,1657,13379,15635,15223,2699,5587
ST3GAL5,12045,15297,14173,13483,20402,197,2029
ST3GAL6,13940,18280,13383,1215,17165,14551,2042
ST5,315,10378,8719,17943,6364,11955,17579
ST6GAL1,16513,14749,9976,13385,17916,5199,410
ST6GAL2,18319,11238,13637,3670,15847,14821,1038
ST6GALNAC1,1350,20571,16459,11378,14575,12438,3196
ST6GALNAC2,3626,2952,16657,20473,3171,5278,11018
ST6GALNAC3,7397,6758,10840,20390,13088,493,7415
ST6GALNAC4,18860,3801,9185,3788,17768,14348,5564
ST6GALNAC5,18563,5555,5981,4830,19639,1902,13649
ST6GALNAC6,13995,15740,19840,9934,16983,1385,503
ST7,17368,1706,8788,2607,14938,10221,15507
ST7-AS1,6143,18213,13435,1117,6796,17642,14192
ST7-OT3,13583,2497,13001,11458,12144,8244,11240
ST7L,9562,2739,1394,13153,10826,14198,16668
ST8SIA1,7215,13666,4205,550,11341,20567,15779
ST8SIA2,20451,11486,11219,4471,11734,9653,5590
ST8SIA3,10523,20064,17297,10222,17928,563,1857
ST8SIA4,5806,7326,2653,10352,3088,19731,18053
ST8SIA5,1499,6361,17068,19545,1603,7137,14883
ST8SIA6,19059,7166,10494,16439,7849,3152,6032
STAB1,3895,12986,11265,20500,9440,3086,6228
STAB2,9854,9719,1353,9884,8838,13560,17238
STAC,17144,11171,15117,584,12219,13741,8834
STAC2,4489,20263,10449,4515,20621,8444,4806
STAC3,9340,2734,6131,13606,13925,13642,12052
STAG1,3545,4570,7130,9177,4312,19396,19454
STAG2,2228,6183,2182,10718,8150,18292,20572
STAG3,7699,1496,10420,7240,7898,17564,16957
STAG3L1,8328,20474,19542,7000,14609,973,4386
STAG3L2,14199,18443,14749,2054,18195,4453,5934
STAG3L4,20468,5926,11105,2465,16000,7889,9018
STAM,6206,7146,6709,8831,3908,18602,17171
STAM2,5372,1472,4920,17720,831,15303,19046
STAMBP,12020,6841,7986,354,8152,19571,16546
STAMBPL1,10905,14794,3133,3992,20759,10320,5995
STAP1,4439,14465,9247,6977,1476,19770,15914
STAP2,5897,5139,7875,18096,58,19009,13794
STAR,15752,11973,13752,12536,19551,131,4356
STARD10,17492,14826,13996,1110,19355,9325,3260
STARD13,3497,13974,8918,17185,20500,2127,6642
STARD3,20639,2484,4876,4170,13751,10238,12849
STARD3NL,19764,6102,12194,5045,7917,8894,11818
STARD4,16315,10162,18993,7072,16989,1884,4045
STARD5,8896,16039,1402,7019,20384,12490,8288
STARD6,8075,17149,10237,704,13095,17002,12643
STARD7,16511,18947,11156,1189,11429,6490,11376
STARD8,4702,20319,15323,18792,6658,4027,2035
STARD9,1906,6942,5807,16820,369,18183,18886
STAT1,1030,10009,6635,16694,1384,17445,17683
STAT2,16656,244,719,13269,13842,14734,13546
STAT3,3058,4962,1452,14212,6362,20179,17460
STAT4,7539,6666,14310,17455,5684,2984,14306
STAT5A,1379,15157,4635,19534,5479,12894,12356
STAT5B,5255,1279,5640,15923,677,19843,17370
STAT6,971,8621,9308,20102,1959,14496,12959
STATH,13106,16355,16796,9054,3605,10642,6430
STAU1,18892,9832,18027,11372,13911,1865,2147
STAU2,12061,19485,16272,10802,18728,1056,833
STBD1,8744,1894,3901,4905,5378,18978,20553
STC1,20111,6250,16314,2207,13248,6176,9471
STC2,12718,15452,1696,13858,2853,6881,16258
STEAP1,7447,415,18016,17056,2907,7645,15423
STEAP1B,431,10743,10198,18998,7585,11185,14496
STEAP2,8510,1833,18260,10138,7262,3699,18581
STEAP3,2396,5334,11239,20469,1780,11281,12105
STEAP4,5877,17905,16420,7890,7676,17251,5241
STGC3,9283,938,2835,11277,8040,17806,17355
STH,10189,18136,15399,15139,7899,4067,4788
STIL,5306,2407,5809,6295,3972,20575,20036
STIM1,7280,3270,3062,19881,12923,9194,9298
STIM2,15560,16051,11989,4964,20239,7533,892
STIP1,20577,5732,6565,3663,11245,10869,11804
STK10,3426,20315,13317,18663,10377,4497,2518
STK11,14322,782,19814,1631,9420,11397,14491
STK11IP,18130,5063,19458,2867,18556,1673,7517
STK16,20474,9535,15012,7196,17558,1462,3557
STK17A,4054,15494,1516,3677,15621,20685,13005
STK17B,944,6997,5198,15750,2404,19517,18281
STK19,20276,5529,11646,1083,18749,7058,9347
STK19P,13626,9138,10994,3370,13671,12613,11574
STK24,3427,3536,20176,12936,9028,7923,13879
STK25,18695,12501,18064,3011,15430,4505,4560
STK3,1610,5587,4779,16505,1375,18451,19060
STK31,20179,4665,19873,10101,6832,4779,3528
STK32A,4977,12907,19456,14368,9245,10256,5311
STK32B,15758,15889,19194,9426,17105,907,782
STK32C,20202,12024,16749,6503,15500,4520,1274
STK33,717,10659,6491,16467,900,17646,18720
STK35,13078,280,17405,7756,2836,15699,14579
STK36,10983,2055,3798,9309,3826,15868,19484
STK38,6543,1203,550,18156,4226,17822,16873
STK38L,4072,2462,3655,17330,3340,17342,17033
STK39,3695,1166,7105,14729,1273,18455,20144
STK4,18828,4677,5338,12063,10995,7266,11103
STK40,10643,19051,20640,5217,10481,4266,2564
STMN1,18884,13587,12536,1339,19052,7861,4721
STMN2,14891,17718,15936,12257,15750,2867,403
STMN3,15949,16067,18782,6508,17756,2106,1220
STMN4,16750,17097,14857,891,18371,6987,4737
STOM,879,7566,9159,18867,771,18788,14118
STOML1,19369,15710,11215,6500,19853,2595,1440
STOML2,9652,588,4373,8629,2029,19447,20248
STOML3,1386,14997,13305,19045,4231,5392,14022
STON1,2102,7654,8138,15041,170,19129,18924
STON1-GTF2A1L,6344,5380,3609,7455,2676,20650,18388
STON2,4498,2763,4462,14246,3928,13552,20678
STOX1,3353,7194,3671,7940,3578,20419,20155
STOX2,4787,1336,19185,9804,7695,12703,16013
STRA13,19066,14037,17469,8132,13554,2369,2577
STRA6,2127,20133,17209,17784,6597,10058,2451
STRA8,8915,11338,3064,18481,5574,7512,12954
STRADA,19846,2312,4341,2586,12887,15055,13391
STRADB,17307,9619,18889,13177,17186,219,1534
STRAP,17707,11597,15609,8215,16277,2145,4838
STRBP,13636,16720,19827,7602,16540,1834,1257
STRC,10605,20138,20002,3928,9808,4308,4926
STRN,10437,5215,15558,13103,3402,9654,13551
STRN3,12554,20616,7740,6885,14928,2018,7679
STRN4,13644,18538,17171,12236,14610,886,1840
STS,17039,4327,12533,11220,12534,4828,9713
STT3A,1885,11272,1700,19506,1872,14048,16821
STT3B,4537,16873,11179,13095,20614,3338,4986
STUB1,20254,10612,9254,1138,17720,4971,10690
STX10,4957,2792,1365,14399,1724,19642,20008
STX11,5298,2927,4537,18382,8521,9736,16140
STX12,17722,13986,15914,10231,16597,370,3989
STX16,2692,13319,3805,17954,5054,15423,13454
STX17,14132,5316,5256,13512,17939,2187,12032
STX18,15436,108,9434,17399,13437,5786,10195
STX19,17820,5508,10040,1815,16070,10593,12088
STX1A,16735,16806,16533,10986,17241,2967,119
STX1B,6886,11739,2328,13807,8121,16876,12945
STX2,774,20285,12315,16081,1346,15265,10540
STX3,17278,15652,15622,11700,17449,2878,165
STX4,20761,12087,1170,8748,8888,7492,10774
STX5,19910,8882,1983,4106,11606,10923,13928
STX6,8388,19505,11861,13275,16447,12271,110
STX7,9034,5178,4402,19224,13532,5665,9155
STX8,1680,2956,6897,15672,9403,16188,17437
STXBP1,19909,11738,8462,4304,18815,7839,3815
STXBP2,9320,5112,16789,16486,4465,7104,10864
STXBP3,7745,3514,728,7402,19221,13681,17610
STXBP4,3889,19992,942,4959,6450,17831,17806
STXBP5,16966,16897,16411,6751,18913,3659,351
STXBP5L,9160,13652,15003,15375,18362,105,7268
STXBP6,3518,4170,12337,18534,6380,16364,8682
STYK1,18260,17877,14799,9499,16884,485,1848
STYX,7411,4585,13505,14009,20668,264,10579
STYXL1,12175,804,1135,7769,8332,16847,19895
SUB1,14285,6768,7331,15628,20019,234,7705
SUCLA2,18805,11772,9535,3234,18590,5289,7843
SUCLG1,14744,5098,19059,7584,6991,14149,5036
SUCLG2,1046,9952,4270,18365,1169,17059,17176
SUCNR1,100,15223,18380,15046,8361,13733,11705
SUDS3,12384,7290,3252,11838,3493,14565,15541
SUFU,16952,7073,3468,8323,12090,15313,8903
SUGP1,17943,14926,8410,809,16720,10267,9160
SUGP2,18627,12080,13665,731,16992,8771,7762
SUGT1,218,11085,18886,18026,880,11945,14820
SUGT1P1,10200,785,13325,4417,6641,16563,17689
SUGT1P3,7622,8129,4690,12207,20773,5532,7442
SULF1,11577,15215,210,12956,18942,1671,14893
SULF2,9927,19241,10908,13643,20393,1221,927
SULT1A1,18896,3107,9659,13704,18400,1672,6222
SULT1A2,13937,13076,11973,17511,17881,232,1781
SULT1A3,15955,5030,5691,3580,8046,14359,16260
SULT1A4,15577,14562,14546,15412,16173,113,2787
SULT1B1,2111,15473,12685,20263,4800,7565,7347
SULT1C2,3005,11251,6860,20504,6891,8680,8930
SULT1C3,6724,20650,12481,10061,7144,7380,8592
SULT1C4,2453,5300,3278,13016,2403,19378,20482
SULT1E1,2851,12174,15300,20433,5010,7060,5476
SULT2A1,12778,1616,17780,17194,4940,9038,6272
SULT2B1,12646,19099,18129,11165,10884,3322,1926
SULT4A1,16958,17824,15496,6037,18973,3751,515
SULT6B1,6030,20159,3776,17574,4519,15302,3931
SUMF1,2239,4098,2976,17141,1506,19157,18452
SUMF2,6163,13930,9983,1887,16561,11520,16294
SUMO1,17120,116,13057,9955,11361,11986,11882
SUMO1P1,18235,292,14040,9294,12005,9980,10672
SUMO2,11591,165,15899,7673,4253,16675,15644
SUMO3,6164,13435,5634,19567,8377,10470,5985
SUMO4,8669,13282,19288,7532,6934,10673,9255
SUN1,14377,16339,6245,9274,19702,3890,4762
SUN2,19445,1934,5512,3709,11004,17936,10782
SUN3,11155,6600,14317,14019,7988,8537,10042
SUN5,9868,20361,17312,7152,16851,5980,518
SUOX,13860,6576,870,4792,7161,18472,16633
SUPT16H,9790,5545,5753,13004,12242,10357,14132
SUPT3H,4258,10443,1129,7030,10757,19413,18065
SUPT4H1,3868,4524,2608,19899,4475,12036,15519
SUPT5H,17990,14618,12640,10070,17254,1061,3871
SUPT6H,16549,9913,15093,14160,2888,11208,3942
SUPT7L,12068,7674,9820,9320,20122,7614,5996
SUPV3L1,8602,13924,8300,6308,9911,16427,11736
SURF1,12115,1597,18094,4130,464,17029,16354
SURF2,16283,18700,16731,2812,18137,3029,2808
SURF4,6710,15439,668,20177,7692,7393,9781
SURF6,16095,12488,970,4929,18768,12147,9859
SUSD1,4599,838,166,19222,14774,14820,15245
SUSD2,4958,12224,5799,19906,1276,5270,15216
SUSD3,859,6494,14321,19837,5343,10218,12952
SUSD4,10997,14279,15405,18005,18142,200,788
SUSD5,15135,11000,3762,10375,16772,2635,12707
SUV39H1,10258,1854,6902,3117,6176,19519,18634
SUV39H2,6962,4983,8641,5076,3069,18340,19830
SUV420H1,10716,2789,6344,7150,13765,13592,15605
SUV420H2,11140,4941,2282,4374,5242,19115,18583
SUZ12,1105,11434,2211,14993,6320,18096,18043
SV2A,17812,11755,12184,8929,16524,5585,3365
SV2B,13189,16043,10581,14625,19479,5112,101
SV2C,4019,5626,11930,17531,11707,4468,14765
SVEP1,7055,10067,19890,19073,8477,1037,4092
SVIL,1667,4851,1482,19044,5169,19547,14563
SVIP,2154,14548,9694,19204,4632,8646,12690
SVOP,15903,16313,14341,11025,19449,440,1646
SVOPL,11718,18420,2768,5032,20760,2985,7267
SWAP70,3124,14093,1786,16478,1306,15253,18215
SWI5,4846,1364,1283,14797,5295,18891,19665
SWSAP1,4311,19665,11978,16892,17307,3591,2647
SWT1,17616,4997,14814,6448,17718,6385,5854
SYAP1,11831,1081,5678,14991,669,13163,18779
SYBU,20504,14849,14228,4167,16804,2052,3661
SYCE1,17572,16892,14539,10892,17616,939,1116
SYCE1L,6189,19513,13750,7328,9890,12212,8986
SYCE2,9357,3958,2584,3032,10049,18949,19051
SYCE3,9240,15624,12489,14415,13682,12390,1153
SYCN,14530,19629,4198,6869,11269,10323,7622
SYCP1,7890,19188,15312,4870,996,12368,14613
SYCP2,3000,9940,12549,18018,3480,12154,13017
SYCP2L,6322,20610,16280,4451,17568,11904,1057
SYCP3,8503,18886,5155,10285,19126,5361,8025
SYDE1,7093,14480,20739,4403,5557,9530,9213
SYDE2,12247,3789,9406,14937,2078,5774,17398
SYF2,2741,17773,8932,14425,3044,18000,10889
SYK,287,17136,12889,18387,7253,11438,11198
SYMPK,15345,11139,18566,1996,8387,5652,13171
SYN1,15975,17047,17648,6836,13190,4224,2752
SYN2,16797,15810,14565,4521,20335,2574,1823
SYN3,14395,19019,12502,4608,20268,2876,2198
SYNCRIP,2058,15640,11243,17690,23,17470,14089
SYNDIG1,17578,16078,14851,10021,18003,3410,249
SYNDIG1L,1787,16555,13322,16476,20126,4038,5156
SYNE1,17690,13807,14948,880,7799,8540,13259
SYNE2,2681,9055,3747,8103,8585,19473,18652
SYNE3,4257,17693,1964,15275,3898,16255,13899
SYNE4,8264,17864,19710,16148,9660,2372,1671
SYNGAP1,8240,12628,5831,13917,13372,9042,11495
SYNGR1,3142,4835,975,18077,5252,20372,13987
SYNGR2,10742,14637,1133,19624,12900,1930,7839
SYNGR3,18982,15615,11008,6372,20093,2085,1911
SYNGR4,8296,14703,14524,8288,4275,15520,10386
SYNJ1,19760,11793,10817,2454,18993,5707,5930
SYNJ2,14274,16076,8281,16000,19909,604,899
SYNJ2BP,2353,18094,19242,19067,8587,4020,2865
SYNM,7562,15523,20450,6336,363,9604,13423
SYNPO,8000,3897,17586,19802,10004,1315,6486
SYNPO2,6433,10610,3558,19752,15205,1126,11285
SYNPO2L,6580,15137,11740,11973,1587,13988,13947
SYNPR,6386,13514,18349,14684,19898,41,6952
SYNRG,3633,7581,3185,11241,1501,20553,18780
SYP,20044,9666,6148,6802,14952,7951,7495
SYPL1,4328,8455,1306,17427,339,18753,17327
SYPL2,17302,6273,10085,17470,7126,6689,4511
SYS1,20103,5843,10368,2371,19277,3611,10398
SYT1,12077,18009,12867,14514,18274,6394,17
SYT10,6323,10316,879,7714,16904,10428,19364
SYT11,8594,3617,5533,2949,7873,18741,19648
SYT12,10563,19736,8863,5740,20521,6018,2253
SYT13,17763,14679,14746,8370,19787,1082,1487
SYT14,17663,2664,10608,18019,12345,4696,3072
SYT14L,12002,11664,4596,13079,12190,14796,5925
SYT15,9008,249,11198,17341,3383,14002,14418
SYT16,17895,15995,15941,12235,16152,358,1447
SYT17,3485,4337,18644,18323,689,5311,16339
SYT2,4772,19795,17377,11139,4751,11997,7306
SYT3,15767,17046,17939,8707,18545,1659,381
SYT4,17521,19058,14684,5185,16643,6745,341
SYT5,19552,15784,13868,4321,19125,2260,2465
SYT6,8787,19814,10621,9555,20564,4534,864
SYT7,13784,10401,7936,17199,5519,6469,8544
SYT8,4625,20655,13331,5272,8118,11588,10808
SYT9,11082,13327,11635,74,12139,15559,15133
SYTL1,4994,367,7277,17365,1743,18323,16814
SYTL2,3906,15928,11001,19388,16175,1731,5152
SYTL3,12597,5417,16855,3477,9479,12540,13004
SYTL4,955,12459,5048,17801,4332,16186,15459
SYTL5,3148,4534,15450,20507,5937,8465,7176
SYVN1,9557,12014,32,13702,10047,13909,16936
SZT2,4961,6906,7314,8467,790,19385,19928
T,5836,8274,7981,4505,1679,20341,18875
TAAR1,6448,3890,6753,18727,11424,13076,8450
TAAR2,11413,16706,10294,324,13957,18036,8887
TAAR5,17859,8595,19077,1898,17734,6488,4159
TAAR6,16364,1604,17206,12159,13385,3877,7994
TAAR8,19784,16565,15979,2407,12374,9216,2433
TAAR9,9949,14164,4017,7139,19640,14233,6169
TAB1,12075,13662,4399,61,15050,16444,15696
TAB2,4171,16908,3288,17480,1610,12568,15036
TAB3,19426,18490,10507,11330,11850,436,5130
TAC1,12712,18652,13384,14184,19617,190,1003
TAC3,4460,18534,584,7143,18333,11537,15826
TAC4,11200,4163,11394,11156,10971,11105,12235
TACC1,680,15096,9234,20194,6928,10184,9804
TACC2,17472,17878,12542,173,14747,14169,4993
TACC3,1698,9027,3256,12080,2621,20342,19590
TACO1,8054,2402,1471,8899,3647,19895,20106
TACR1,14555,15307,9347,2287,20191,4728,8411
TACR2,13867,17020,18456,13293,12212,6318,48
TACR3,9870,2958,3242,19158,13996,4761,11098
TACSTD2,12842,3278,11703,8903,10045,5222,16688
TADA1,18918,5498,10536,851,12820,13774,12257
TADA2A,10795,9368,10444,1733,8510,19792,12551
TADA2B,18912,13920,15358,5473,19078,2872,1842
TADA3,17250,14599,17632,462,14112,8443,7647
TAF1,7003,10608,11868,14004,3543,15538,11148
TAF10,6769,19541,20604,3322,3425,14219,5099
TAF11,17815,162,13801,6633,14462,13064,10190
TAF12,6432,3291,496,13819,13728,14370,18097
TAF13,5502,11645,20241,15918,4342,7182,6901
TAF15,4494,7904,12961,20520,2528,9395,7038
TAF1A,5548,8759,2934,6370,9221,18087,18596
TAF1B,3361,11356,10382,16280,532,14127,16427
TAF1C,16169,15440,19777,5142,14871,4690,1120
TAF1D,10210,19229,19819,6908,17167,4600,422
TAF1L,20751,5869,3141,7503,17500,6149,7631
TAF2,9961,16664,19558,6520,14710,6980,3059
TAF3,1054,20054,18302,17857,2174,9500,6685
TAF4,10726,17403,19903,3393,4263,8467,10390
TAF4B,12086,6352,12634,11872,8576,6557,13444
TAF5,19053,1151,8870,2659,15051,13056,12899
TAF5L,15010,5184,16483,4567,12369,11147,9338
TAF5LP1,4467,11207,18372,19180,1461,6682,8658
TAF6,15080,16972,16815,4682,12398,4309,6787
TAF6L,16208,4124,3483,931,14786,15987,15620
TAF7,17283,2710,7841,2751,12528,12960,14952
TAF7L,12095,764,8591,10651,1365,17373,16804
TAF8,4325,6943,4425,8130,6179,18262,19871
TAF9,12472,2066,18055,13907,16314,1168,8889
TAF9B,12905,18045,6003,817,14991,5807,16270
TAGAP,675,16089,12192,16721,7682,14761,10989
TAGLN,2872,16865,11523,20338,8342,3837,5816
TAGLN2,814,5225,11512,17816,480,17694,17154
TAGLN3,18172,2797,12931,7709,17244,8173,6211
TAKR,8674,17077,11896,13108,7573,15015,3885
TAL1,1150,18834,19623,17564,8816,7110,4225
TAL2,17423,17571,18654,2057,8628,8345,5063
TALDO1,18097,3463,10678,7301,7105,12237,12204
TAMM41,8146,15324,4349,17688,371,10362,14609
TANC1,48,13120,8266,17629,4019,16607,16336
TANC2,13797,17786,12304,9350,17368,1125,5828
TANK,2833,935,1765,14144,14465,20406,15506
TAOK1,6493,17625,9945,8435,9940,9656,14018
TAOK2,12008,18473,17610,12141,16737,624,1785
TAOK3,13334,17924,15696,7268,19456,1530,2730
TAP1,1086,7169,3878,16357,2366,17928,19681
TAP2,14101,12227,4564,16033,7319,8303,8799
TAPBP,4871,10063,4374,16437,3077,15768,14964
TAPBPL,6947,15688,9082,16859,10231,1166,13485
TAPT1,14875,11762,1036,11150,11832,11965,11486
TARBP1,11337,4013,2780,18145,19969,2764,7307
TARBP2,19861,7412,14784,1917,17157,8473,5855
TARDBP,2023,12466,2011,10591,10253,18351,17696
TARM1,18806,6567,11459,1748,15902,6011,13068
TARP,5903,17219,7276,19557,3517,10686,5687
TARS,7555,432,17697,16540,2391,6926,16787
TARS2,17255,9127,16831,1523,15298,6493,9871
TARSL2,13177,13379,11257,831,9830,17004,11490
TAS1R1,11476,4373,12923,6926,8935,12291,14576
TAS1R2,11040,11916,8125,17576,6823,3521,10977
TAS1R3,10051,13887,16527,10187,10806,2499,11878
TAS2R1,5585,13439,7153,20639,3479,6765,6981
TAS2R10,3665,15119,542,16196,7648,13596,16674
TAS2R13,10452,3941,5782,14760,7044,10566,15391
TAS2R14,19907,1564,2409,5551,17545,8827,13814
TAS2R16,8315,397,16383,11690,7159,19604,9708
TAS2R19,17865,3415,18532,5579,13951,6956,6811
TAS2R20,17058,2437,9437,7271,11779,12629,11317
TAS2R3,10433,1449,6177,19712,3054,12735,10100
TAS2R30,7042,13262,7202,15553,8274,11287,11351
TAS2R31,11471,6459,8290,9317,8243,11132,15367
TAS2R38,10510,635,16491,12953,11156,15422,7134
TAS2R39,12024,10312,17917,8152,15279,10884,2547
TAS2R4,19991,3115,13859,10989,11255,6021,6487
TAS2R40,18309,10979,8747,7473,8793,11849,8085
TAS2R41,15710,11611,9740,4404,12599,10578,10551
TAS2R42,10883,17418,10071,14085,5393,9811,7345
TAS2R43,8147,16787,8371,16896,8203,2485,11817
TAS2R45,15019,15468,606,8313,14156,5517,14788
TAS2R46,3428,19940,7190,15677,2349,9144,14458
TAS2R5,13883,3350,15351,3798,4724,11876,16553
TAS2R50,1907,20587,19556,10524,11853,9359,3519
TAS2R60,7999,15839,5918,447,12834,16821,16482
TAS2R7,7310,13818,17315,17366,16805,3974,633
TAS2R8,13038,8646,10649,16921,4448,8664,7931
TAS2R9,10839,20478,9620,7061,11195,9283,5506
TASP1,19817,2468,5199,4324,15074,6369,15266
TAT,18458,16003,5015,1972,8872,15286,9844
TATDN1,7983,15603,20076,1988,11696,16494,3602
TATDN2,12000,19279,19938,5313,14989,6198,413
TATDN3,10150,13697,14964,4236,14591,14092,6424
TAX1BP1,11257,18356,6152,16759,18084,2,8549
TAX1BP3,12427,3059,16443,6750,5245,16228,11381
TAZ,18602,5238,993,11657,9291,7574,15529
TBATA,11736,12963,19521,5795,16339,3434,5840
TBC1D1,770,11800,4869,8304,7096,20378,19049
TBC1D10A,20670,7408,9120,6855,17459,5508,4599
TBC1D10B,14841,15375,18569,9184,13759,3587,2050
TBC1D10C,3284,5639,7887,20614,5277,7593,12036
TBC1D12,8270,16917,13923,5703,19746,5007,7579
TBC1D13,12446,11543,20749,9767,7707,3071,3742
TBC1D14,17562,15802,18216,5298,18105,2941,902
TBC1D15,3573,6048,1959,18410,5892,13201,17167
TBC1D16,8069,7817,20770,5964,6166,9356,9169
TBC1D17,16835,1640,5983,14217,12537,7161,11660
TBC1D19,9974,4800,11193,15640,3944,14989,9818
TBC1D2,3555,12194,2901,18012,6905,13263,14143
TBC1D20,9359,14160,769,12553,12174,16009,10547
TBC1D21,6487,1490,17870,11874,20281,10002,5422
TBC1D22A,7361,6324,279,16247,2721,15772,19038
TBC1D22B,10113,1435,2186,5575,12409,19904,16132
TBC1D23,7715,13559,2046,17325,12856,7343,11341
TBC1D24,11351,19348,19088,11384,15634,1580,573
TBC1D25,19811,7115,13061,2551,18836,7433,5646
TBC1D26,14852,3213,9281,9423,9128,15514,9866
TBC1D27,10943,6731,8952,7881,18154,9003,11326
TBC1D28,20579,1489,9148,3184,14439,11579,10969
